time_us,duty_u,duty_v,duty_w,i_a,i_b,i_c,theta_e_rad,omega_e_rad_s,theta_m_rad,rpm_mech,vdc_v,iq_ref_a,id_meas_a,iq_meas_a
1870501,47.8800,52.1182,51.3473,-6.88513,4.36441,2.52072,1.32172,113.29180,0.1888,154.6,48.0000,0.0000,0.0000,0.0000
1871001,47.9145,52.0836,51.5055,-6.93059,4.07874,2.85185,1.37843,113.52778,0.1969,154.9,48.0000,0.0000,0.0000,0.0000
1871501,47.9964,52.0018,51.8236,-6.95677,3.75333,3.20344,1.43525,113.76079,0.2050,155.2,48.0000,0.0000,0.0000,0.0000
1872001,48.0345,51.9455,51.9636,-6.95703,3.42512,3.53191,1.49219,113.99348,0.2132,155.5,48.0000,0.0000,0.0000,0.0000
1872501,47.9818,51.7909,52.0164,-6.93582,3.09939,3.83643,1.54924,114.22618,0.2213,155.8,48.0000,0.0000,0.0000,0.0000
1873001,47.9364,51.6364,52.0618,-6.89691,2.77858,4.11834,1.60642,114.45888,0.2295,156.1,48.0000,0.0000,0.0000,0.0000
1873501,47.8564,51.3145,52.1418,-6.83321,2.41565,4.41756,1.66370,114.69157,0.2377,156.5,48.0000,0.0000,0.0000,0.0000
1874001,47.8236,51.1436,52.1745,-6.74898,2.05651,4.69247,1.72111,114.92427,0.2459,156.8,48.0000,0.0000,0.0000,0.0000
1874501,47.7927,50.9745,52.2055,-6.64714,1.70276,4.94437,1.77863,115.15697,0.2541,157.1,48.0000,0.0000,0.0000,0.0000
1875001,47.7655,50.8036,52.2327,-6.53681,1.36082,5.17599,1.83626,115.38966,0.2623,157.4,48.0000,0.0000,0.0000,0.0000
1875501,47.7309,50.4527,52.2673,-6.39299,0.97705,5.41593,1.89402,115.62236,0.2706,157.7,48.0000,0.0000,0.0000,0.0000
1876001,47.7182,50.2727,52.2800,-6.23147,0.60190,5.62957,1.95189,115.85233,0.2788,158.0,48.0000,0.0000,0.0000,0.0000
1876501,47.7091,50.0945,52.2891,-6.06229,0.23948,5.82281,2.00987,116.08121,0.2871,158.4,48.0000,0.0000,0.0000,0.0000
1877001,47.7091,49.9127,52.2891,-5.87994,-0.11027,5.99021,2.06797,116.31010,0.2954,158.7,48.0000,0.0000,0.0000,0.0000
1877501,47.7182,49.5545,52.2800,-5.66298,-0.49391,6.15689,2.12618,116.53898,0.3037,159.0,48.0000,0.0000,0.0000,0.0000
1878001,47.7309,49.3727,52.2673,-5.43364,-0.86597,6.29961,2.18450,116.76786,0.3121,159.3,48.0000,0.0000,0.0000,0.0000
1878501,47.7455,49.1927,52.2527,-5.19911,-1.22204,6.42115,2.24294,116.99674,0.3204,159.6,48.0000,0.0000,0.0000,0.0000
1879001,47.7691,49.0127,52.2291,-4.95711,-1.56197,6.51908,2.30150,117.22562,0.3288,159.9,48.0000,0.0000,0.0000,0.0000
1879501,47.8255,48.6600,52.1727,-4.67413,-1.93537,6.60950,2.36017,117.45198,0.3372,160.2,48.0000,0.0000,0.0000,0.0000
1880001,47.8600,48.4836,52.1382,-4.38629,-2.29300,6.67929,2.41894,117.67705,0.3456,160.5,48.0000,0.0000,0.0000,0.0000
1880501,47.9018,48.3127,52.0964,-4.09581,-2.63169,6.72750,2.47784,117.90211,0.3540,160.8,48.0000,0.0000,0.0000,0.0000
1881001,47.9473,48.1436,52.0509,-3.80367,-2.95041,6.75408,2.53684,118.12718,0.3624,161.1,48.0000,0.0000,0.0000,0.0000
1881501,48.1673,47.9364,52.0618,-3.46841,-3.29554,6.76395,2.59597,118.35225,0.3709,161.5,48.0000,0.0000,0.0000,0.0000
1882001,48.3327,47.8855,52.1127,-3.13180,-3.61695,6.74874,2.65520,118.57732,0.3793,161.8,48.0000,0.0000,0.0000,0.0000
1882501,48.5073,47.8418,52.1564,-2.79693,-3.91720,6.71413,2.71455,118.80238,0.3878,162.1,48.0000,0.0000,0.0000,0.0000
1883001,48.6800,47.8000,52.1982,-2.46822,-4.19655,6.66477,2.77401,119.02745,0.3963,162.4,48.0000,0.0000,0.0000,0.0000
1883501,49.0400,47.7327,52.2655,-2.09096,-4.49769,6.58865,2.83358,119.25252,0.4048,162.7,48.0000,0.0000,0.0000,0.0000
1884001,49.2255,47.7091,52.2891,-1.72072,-4.77173,6.49245,2.89326,119.47394,0.4133,163.0,48.0000,0.0000,0.0000,0.0000
1884501,49.4127,47.6855,52.3127,-1.35869,-5.02216,6.38085,2.95306,119.69519,0.4219,163.3,48.0000,0.0000,0.0000,0.0000
1885001,49.6018,47.6691,52.3291,-1.00667,-5.25191,6.25858,3.01296,119.91644,0.4304,163.6,48.0000,0.0000,0.0000,0.0000
1885501,49.9855,47.6564,52.3418,-0.60596,-5.48675,6.09271,3.07297,120.13770,0.4390,163.9,48.0000,0.0000,0.0000,0.0000
1886001,50.1800,47.6545,52.3436,-0.21648,-5.69457,5.91105,3.13309,120.35895,0.4476,164.2,48.0000,0.0000,0.0000,0.0000
1886501,50.3709,47.6582,52.3400,0.15792,-5.88102,5.72310,3.19333,120.58020,0.4562,164.5,48.0000,0.0000,0.0000,0.0000
1887001,50.5636,47.6691,52.3291,0.51597,-6.04277,5.52680,3.25367,120.80145,0.4648,164.8,48.0000,0.0000,0.0000,0.0000
1887501,50.9509,47.7073,52.2909,0.91940,-6.20102,5.28162,3.31412,121.02271,0.4734,165.1,48.0000,0.0000,0.0000,0.0000
1888001,51.1382,47.7345,52.2636,1.30639,-6.33156,5.02517,3.37468,121.24396,0.4821,165.4,48.0000,0.0000,0.0000,0.0000
1888501,51.3273,47.7655,52.2327,1.67275,-6.43712,4.76437,3.43536,121.46521,0.4908,165.7,48.0000,0.0000,0.0000,0.0000
1889001,51.5127,47.8018,52.1964,2.02052,-6.52229,4.50176,3.49615,121.68584,0.4995,166.0,48.0000,0.0000,0.0000,0.0000
1889501,51.8764,47.8927,52.1055,2.40407,-6.59317,4.18909,3.55705,121.90327,0.5082,166.3,48.0000,0.0000,0.0000,0.0000
1890001,52.0527,47.9455,52.0527,2.76778,-6.63674,3.86896,3.61806,122.12071,0.5169,166.6,48.0000,0.0000,0.0000,0.0000
1890501,52.1109,47.8873,51.8800,3.11041,-6.65915,3.54874,3.67918,122.33815,0.5256,166.9,48.0000,0.0000,0.0000,0.0000
1891001,52.1636,47.8345,51.7055,3.43025,-6.66405,3.23379,3.74040,122.55559,0.5343,167.2,48.0000,0.0000,0.0000,0.0000
1891501,52.2545,47.7436,51.3327,3.77725,-6.63930,2.86204,3.80174,122.77303,0.5431,167.5,48.0000,0.0000,0.0000,0.0000
1892001,52.2909,47.7073,51.1436,4.10099,-6.59344,2.49245,3.86318,122.99046,0.5519,167.8,48.0000,0.0000,0.0000,0.0000
1892501,52.3236,47.6745,50.9509,4.39741,-6.52882,2.13142,3.92472,123.20790,0.5607,168.1,48.0000,0.0000,0.0000,0.0000
1893001,52.3473,47.6509,50.7527,4.66529,-6.44188,1.77659,3.98638,123.42534,0.5695,168.4,48.0000,0.0000,0.0000,0.0000
1893501,52.3836,47.6145,50.3491,4.94954,-6.31606,1.36652,4.04813,123.64278,0.5783,168.7,48.0000,0.0000,0.0000,0.0000
1894001,52.3945,47.6036,50.1473,5.20728,-6.17258,0.96530,4.11001,123.86021,0.5871,169.0,48.0000,0.0000,0.0000,0.0000
1894501,52.3982,47.6000,49.9400,5.44009,-6.01550,0.57541,4.17200,124.07765,0.5960,169.3,48.0000,0.0000,0.0000,0.0000
1895001,52.3964,47.6018,49.7364,5.64734,-5.84617,0.19883,4.23408,124.29509,0.6049,169.6,48.0000,0.0000,0.0000,0.0000
1895501,52.3727,47.6255,49.3255,5.85111,-5.62798,-0.22313,4.29630,124.51226,0.6138,169.9,48.0000,0.0000,0.0000,0.0000
1896001,52.3545,47.6436,49.1236,6.02857,-5.39614,-0.63243,4.35857,124.72588,0.6227,170.1,48.0000,0.0000,0.0000,0.0000
1896501,52.3291,47.6691,48.9200,6.18117,-5.15757,-1.02360,4.42103,124.93951,0.6316,170.4,48.0000,0.0000,0.0000,0.0000
1897001,52.2982,47.7000,48.7182,6.31022,-4.91248,-1.39774,4.48350,125.15313,0.6405,170.7,48.0000,0.0000,0.0000,0.0000
1897501,52.2164,47.7818,48.3255,6.42275,-4.61270,-1.81005,4.54618,125.36675,0.6495,171.0,48.0000,0.0000,0.0000,0.0000
1898001,52.1691,47.8291,48.1327,6.50952,-4.30471,-2.20481,4.60889,125.58038,0.6584,171.3,48.0000,0.0000,0.0000,0.0000
1898501,52.1127,47.8855,47.9436,6.57092,-3.99164,-2.57929,4.67176,125.79400,0.6674,171.6,48.0000,0.0000,0.0000,0.0000
1899001,52.1436,48.0364,47.8545,6.60554,-3.67800,-2.92754,4.73470,126.00762,0.6764,171.9,48.0000,0.0000,0.0000,0.0000
1899501,52.2509,48.4164,47.7473,6.61496,-3.30664,-3.30832,4.79775,126.22124,0.6854,172.2,48.0000,0.0000,0.0000,0.0000
1900001,52.2982,48.6145,47.7018,6.59738,-2.93596,-3.66143,4.86093,126.43487,0.6944,172.5,48.0000,0.0000,0.0000,0.0000
1900501,52.3364,48.8164,47.6618,6.55707,-2.56798,-3.98909,4.92417,126.64849,0.7035,172.8,48.0000,0.0000,0.0000,0.0000
1901001,52.3727,49.0218,47.6255,6.50003,-2.20425,-4.29577,4.98759,126.86211,0.7125,173.1,48.0000,0.0000,0.0000,0.0000
1901501,52.4200,49.4400,47.5782,6.40403,-1.78971,-4.61433,5.05100,127.07574,0.7216,173.4,48.0000,0.0000,0.0000,0.0000
1902001,52.4382,49.6564,47.5600,6.28277,-1.37590,-4.90687,5.11466,127.28936,0.7307,173.6,48.0000,0.0000,0.0000,0.0000
1902501,52.4455,49.8691,47.5527,6.14395,-0.97354,-5.17041,5.17832,127.50298,0.7398,173.9,48.0000,0.0000,0.0000,0.0000
1903001,52.4491,50.0873,47.5491,5.98820,-0.58163,-5.40658,5.24216,127.71661,0.7489,174.2,48.0000,0.0000,0.0000,0.0000
1903501,52.4364,50.5218,47.5618,5.78337,-0.13910,-5.64427,5.30605,127.93023,0.7580,174.5,48.0000,0.0000,0.0000,0.0000
1904001,52.4200,50.7364,47.5782,5.56233,0.29145,-5.85378,5.37008,128.14384,0.7672,174.8,48.0000,0.0000,0.0000,0.0000
1904501,52.3964,50.9509,47.6018,5.32870,0.70222,-6.03092,5.43421,128.35747,0.7763,175.1,48.0000,0.0000,0.0000,0.0000
1905001,52.3673,51.1673,47.6309,5.08303,1.09854,-6.18158,5.49841,128.57109,0.7855,175.4,48.0000,0.0000,0.0000,0.0000
1905501,52.2891,51.5836,47.7091,4.78355,1.53557,-6.31912,5.56279,128.78471,0.7947,175.7,48.0000,0.0000,0.0000,0.0000
1906001,52.2436,51.7891,47.7545,4.47324,1.95251,-6.42575,5.62718,128.99834,0.8039,176.0,48.0000,0.0000,0.0000,0.0000
